index,knowledge_point_id,module_id,phase_id,sort_order,objective_code,name_en,name_zh,name_es,objective_en,objective_zh,objective_es,difficulty_level,chinese_l1_risk,spanish_l1_risk,misconception_codes,review_status,review_notes
135,passive_present_production,passive,passive_present,4,PASS-02-04,Present Passive: Editing and production,一般现在时被动：改错与产出,Pasiva en presente: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_PRODUCTION_01|PASS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
136,passive_past_form,passive,passive_past,1,PASS-03-01,Past Passive: Core form,一般过去时被动：核心形式,Pasiva en pasado: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_FORM_01|PASS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
137,passive_past_meaning,passive,passive_past,2,PASS-03-02,Past Passive: Meaning and use,一般过去时被动：意义与用法,Pasiva en pasado: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_MEANING_01|PASS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
138,passive_past_contrast,passive,passive_past,3,PASS-03-03,Past Passive: Contrast and misconception,一般过去时被动：对比与易错点,Pasiva en pasado: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_CONTRAST_01|PASS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
139,passive_past_production,passive,passive_past,4,PASS-03-04,Past Passive: Editing and production,一般过去时被动：改错与产出,Pasiva en pasado: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_PRODUCTION_01|PASS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
140,passive_future_form,passive,passive_future,1,PASS-04-01,Future & Modal Passive: Core form,将来与情态被动：核心形式,Pasiva futura y modal: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_FORM_01|PASS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
141,passive_future_meaning,passive,passive_future,2,PASS-04-02,Future & Modal Passive: Meaning and use,将来与情态被动：意义与用法,Pasiva futura y modal: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_MEANING_01|PASS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
142,passive_future_contrast,passive,passive_future,3,PASS-04-03,Future & Modal Passive: Contrast and misconception,将来与情态被动：对比与易错点,Pasiva futura y modal: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_CONTRAST_01|PASS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
143,passive_future_production,passive,passive_future,4,PASS-04-04,Future & Modal Passive: Editing and production,将来与情态被动：改错与产出,Pasiva futura y modal: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_PRODUCTION_01|PASS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
144,passive_perfect_form,passive,passive_perfect,1,PASS-05-01,Perfect Passive: Core form,完成时被动：核心形式,Pasiva perfecta: Forma central,Recognize and build the core form used in this phase.,识别并构建本阶段的核心形式。,Reconoce y construye la forma central de esta fase.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_FORM_01|PASS_FORM_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
145,passive_perfect_meaning,passive,passive_perfect,2,PASS-05-02,Perfect Passive: Meaning and use,完成时被动：意义与用法,Pasiva perfecta: Significado y uso,Choose the form according to the intended meaning and context.,根据目标意义和语境选择形式。,Elige la forma según el significado y el contexto.,1,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_MEANING_01|PASS_MEANING_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
146,passive_perfect_contrast,passive,passive_perfect,3,PASS-05-03,Perfect Passive: Contrast and misconception,完成时被动：对比与易错点,Pasiva perfecta: Contraste y error frecuente,Distinguish the target pattern from a plausible competing pattern.,区分目标结构与容易混淆的相近结构。,Distingue el patrón objetivo de una alternativa plausible.,2,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_CONTRAST_01|PASS_CONTRAST_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
147,passive_perfect_production,passive,passive_perfect,4,PASS-05-04,Perfect Passive: Editing and production,完成时被动：改错与产出,Pasiva perfecta: Corrección y producción,Correct or produce the target pattern without topic labels.,在没有主题标签提示时改正或产出目标结构。,Corrige o produce el patrón sin etiquetas temáticas.,3,中文被动结构的使用频率和语义限制不同，学习者可能过用或回避被动。,La pasiva con ser y las construcciones con se pueden transferirse de forma inadecuada.,PASS_PRODUCTION_01|PASS_PRODUCTION_02,draft,Curriculum architecture approved; question-level content still requires separate pedagogy and bilingual review.
